timestamp,frame_ms,perception_ms,state_ms,behavior_ms,object_detection_ms,export_ms,total_loop_ms
2026-05-13T19:48:26.339931+00:00,2.493800,22.547800,0.011100,0.011400,0.205000,358.884800,6.995600,36.122200
2026-05-13T19:48:27.366344+00:00,1.683600,18.904800,0.009700,0.006900,0.127600,346.912400,5.132000,28.322000
2026-05-13T19:48:28.384172+00:00,1.479200,14.236200,0.008000,0.005800,0.141200,230.599100,4.547100,23.358500
2026-05-13T19:48:29.389620+00:00,2.355900,17.234200,0.010300,0.008300,0.191000,301.427300,5.880300,29.467400
2026-05-13T19:48:30.399132+00:00,2.203500,11.777000,0.007300,0.005200,0.127300,269.344100,4.777700,21.335800
2026-05-13T19:48:31.420191+00:00,2.896000,11.301600,0.006300,0.004900,0.140800,172.248100,5.162000,21.369700
2026-05-13T19:48:32.439307+00:00,2.510300,11.906900,0.007400,0.007500,0.116700,193.184200,4.817200,21.349000
2026-05-13T19:48:33.458844+00:00,2.401300,21.172800,0.011100,0.009300,0.138900,183.778000,5.261200,32.205400
2026-05-13T19:48:34.469839+00:00,26.710000,21.167300,0.011200,0.008000,0.157500,313.149000,7.290600,57.866100
2026-05-13T20:14:19.751214+00:00,429.887100,18.314300,0.012000,0.013600,0.307700,,5.014300,458.499600
2026-05-13T20:14:20.759541+00:00,2.379400,10.863200,0.005100,0.004000,0.168300,503.803000,4.526600,20.051000
2026-05-13T20:14:21.779858+00:00,1.366400,12.195500,0.006600,0.004800,0.228400,176.921900,4.890100,21.651000
2026-05-13T20:14:22.806962+00:00,1.788000,11.742400,0.006400,0.004500,0.248900,194.687300,4.425000,20.629300
2026-05-13T20:14:23.824344+00:00,1.798900,14.642100,0.011100,0.008600,0.265000,210.379700,4.844400,26.066800
2026-05-13T20:14:24.838628+00:00,2.386700,13.112700,0.010100,0.007400,0.212200,214.325700,4.015000,22.855300
2026-05-13T20:14:25.873611+00:00,2.341900,18.879600,0.012700,0.008400,0.285700,196.342600,5.402300,31.523700
2026-05-13T20:14:26.871118+00:00,1.561500,9.535500,0.007100,0.004700,0.091300,227.801700,3.922100,16.469800
2026-05-13T20:14:27.874442+00:00,1.642700,10.960300,0.006400,0.004000,0.114800,181.917200,4.132100,18.646800
2026-05-13T20:14:28.904478+00:00,2.377900,22.745100,0.012500,0.010000,0.154900,223.641100,5.313100,33.968200
2026-05-13T20:14:29.917330+00:00,8.639100,8.950000,0.005800,0.003800,0.135600,243.023300,4.516700,23.738100
2026-05-13T20:14:30.923827+00:00,2.567300,8.422000,0.006000,0.004100,0.163400,201.733300,4.825600,17.459000
2026-05-13T20:14:31.951640+00:00,2.514200,9.400600,0.005400,0.004300,0.085700,203.411300,4.465200,17.780100
2026-05-13T20:14:32.978667+00:00,2.716400,12.915300,0.010200,0.009000,0.112300,189.306400,4.711700,22.495100
2026-05-13T20:14:33.979826+00:00,2.904700,14.690000,0.008200,0.006700,0.151700,186.372300,5.287400,25.275900
2026-05-13T20:14:35.008538+00:00,5.075600,11.508900,0.006800,0.005400,0.115600,204.869100,4.701000,23.108300
2026-05-13T20:14:36.033567+00:00,3.124800,31.044100,0.016600,0.012300,0.216300,204.491800,7.359000,46.388700
2026-05-13T20:14:37.055705+00:00,2.347100,32.446100,0.013200,0.011800,0.205000,376.369900,6.860000,46.882800
2026-05-13T20:14:38.077598+00:00,2.017700,22.813800,0.011900,0.009800,0.196800,395.229800,5.874100,34.877900
2026-05-13T20:14:39.108446+00:00,1.764100,17.289500,0.010000,0.006800,0.142200,360.854200,5.455600,27.668300
2026-05-13T20:14:40.133085+00:00,1.723300,13.773700,0.008000,0.006000,0.134900,265.586800,5.038000,22.461600
2026-05-13T20:14:41.135697+00:00,2.464600,12.248400,0.007300,0.005300,0.128100,190.669900,4.454000,21.767800
2026-05-13T20:14:42.167587+00:00,1.664300,18.692100,0.010000,0.006500,0.155000,175.791300,5.088100,27.957500
2026-05-13T20:14:43.188274+00:00,2.960900,13.863000,0.010500,0.008300,0.111700,283.359700,5.102600,23.849100
2026-05-13T20:14:44.198212+00:00,2.497200,10.892400,0.007000,0.004700,0.100700,189.233400,4.429400,19.523100
2026-05-13T20:14:45.216576+00:00,1.609800,12.728200,0.008800,0.005800,0.122800,171.781500,4.857500,21.122400
2026-05-13T20:14:46.229008+00:00,2.178900,33.100600,0.017400,0.013600,0.399200,225.498000,6.765700,49.787300
2026-05-13T20:14:47.226229+00:00,2.540900,29.508800,0.012900,0.012000,0.209700,363.516800,5.920600,42.864900
2026-05-13T20:14:48.239217+00:00,2.158800,24.280200,0.011100,0.007900,0.182700,358.148800,5.350000,35.171800
2026-05-13T20:14:49.244796+00:00,2.774800,17.725500,0.008400,0.005800,0.141100,338.321300,4.793900,28.748700
2026-05-13T20:14:50.272489+00:00,2.570000,16.579000,0.008700,0.006900,0.180600,267.685800,5.233500,28.710400
